LoanAmount0,LoanPeriod0,Good,PredictedGood0
5000,12,1,246
1000,4,1,326
1500,5,0,-501
1558,6,0,414
1100,5,1,590
6000,14,1,405
6000,12,1,453
6126,13,1,247
7090,14,1,326
5000,10,1,454
500,2,1,650
3500,9,1,290
2115,5,1,411
500,2,1,663
3000,6,1,612
2500,5,1,454
2500,5,1,329
652,4,1,-67
1500,3,1,351
652,4,0,-36
2000,6,0,-433
6000,14,1,454
6147,14,0,-383
690,4,0,292
3000,6,1,496
1000,2,1,580
5000,12,0,145
2000,6,1,436
2000,4,1,288
4000,10,0,-452
500,4,0,-452
3000,6,1,595
1671,6,1,308
1114,5,1,361
1500,5,0,-550
4000,10,1,453
2670,8,0,400
2000,4,1,274
9421,18,1,232
1084,5,0,-258
542,4,1,397
540,4,1,340
4900,12,0,567
7000,16,1,548
1084,5,0,-303
2229,7,1,347
2500,5,1,454
4000,10,1,382
1500,5,1,421
543,2,1,423
5000,10,1,512
3868,10,1,515
2000,6,1,426
1000,2,1,372
3418,9,0,-442
2000,6,0,317
800,4,0,421
1500,3,1,276
4000,10,1,515
1500,5,1,273
1084,5,1,456
3000,8,1,474
2965,6,1,321
3421,7,1,168
7500,18,1,441
650,2,1,467
9252,19,1,254
2500,7,1,405
815,4,0,-324
1338,5,0,418
1500,5,1,535
5100,12,1,453
10000,21,1,304
500,4,0,442
3500,9,1,530
5000,12,1,574
1000,2,1,691
543,4,0,585
2100,7,1,490
1000,4,1,590
4500,11,1,351
9000,21,1,439
4507,11,0,97
5000,12,0,334
1672,6,0,365
5000,12,0,432
6000,14,1,454
1000,2,1,323
4000,10,1,370
2893,6,1,334
5000,12,1,528
5275,13,1,453
3000,8,0,115
3073,8,1,428
2600,6,1,558
650,4,1,537
3500,9,1,186
2986,6,1,442
2000,6,0,191
4500,11,1,359
668,4,0,396
7600,17,1,354
2000,6,1,547
1000,2,1,734
11500,22,1,508
1500,5,1,418
4000,8,1,399
5000,13,1,325
2530,7,1,359
2314,5,1,262
13000,24,1,545
5000,12,1,296
3900,10,1,154
24300,33,0,-76
4000,10,1,177
6750,15,0,364
4000,10,0,-488
4000,10,0,-488
2000,6,0,-569
5600,13,1,518
4100,10,1,504
8000,18,1,337
1900,6,1,478
23900,32,1,348
7000,17,1,454
3260,9,0,156
11600,23,1,227
6000,14,1,303
4800,12,1,384
6000,12,1,374
47150,38,1,431
10000,19,1,453
7000,16,1,254
7000,16,1,524
6000,14,1,519
71300,45,1,460
10000,19,1,147
3200,7,1,475
3500,9,1,384
3836,10,0,164
2500,7,1,512
3000,6,1,477
1112,5,0,-344
10200,23,1,373
1500,3,1,543
5000,12,0,-423
4000,10,1,513
1106,5,1,533
1000,4,1,632
3405,9,1,254
9322,18,1,424
3000,8,1,364
1000,4,1,612
7000,15,1,364
7500,17,1,403
5000,12,1,405
3852,8,1,320
3500,7,1,505
10000,20,1,401
3200,9,1,505
4000,8,1,504
12100,24,1,418
10000,20,1,505
2654,8,0,-539
7000,14,1,564
6265,12,1,364
4000,10,1,461
652,2,1,481
6000,14,1,505
3500,9,1,469
2228,7,1,352
4000,9,1,582
2000,6,1,282
1605,6,1,453
4000,10,1,453
8390,16,1,424
6000,12,1,308
1000,2,1,531
4600,9,1,505
1000,4,0,-404
8000,19,1,436
1000,4,1,147
7100,14,1,254
2891,8,0,267
10500,22,1,400
4000,10,1,551
1338,5,1,395
3600,7,1,475
1500,5,1,454
15000,26,1,413
7000,16,1,471
3421,9,0,-436
2250,7,1,403
2230,5,1,529
1084,5,1,442
3000,6,1,385
1200,5,1,660
7000,16,1,560
1500,5,1,388
1600,6,1,508
8500,20,1,354
2700,8,1,428
2050,4,1,436
55600,39,0,-502
10000,21,0,-474
4000,10,1,282
4000,8,1,261
1700,4,1,216
5500,13,0,183
6700,13,1,220
2500,7,0,-637
1000,4,1,416
1200,5,1,423
78400,44,1,238
2000,6,1,407
3000,8,1,350
5000,12,1,111
3000,8,1,410
1200,3,1,297
155600,53,1,108
2000,6,0,-447
2000,4,1,237
1600,6,1,243
1000,4,0,-736
4500,11,1,317
4000,8,1,33
6000,12,1,391
9200,20,0,-405
4200,11,1,412
1000,4,0,96
4750,10,1,526
24300,33,1,443
1200,3,1,407
3000,8,1,560
1250,5,1,535
4500,9,1,384
6000,14,1,439
10000,21,1,505
800,2,1,539
29000,35,1,433
3500,9,0,-64
4000,8,1,364
6200,14,1,345
3600,9,1,524
2700,8,1,405
2600,8,1,514
5000,10,1,433
1500,5,0,297
7100,14,1,362
2500,5,1,340
10000,21,0,374
11400,24,1,421
5000,12,0,-484
30400,35,1,244
5500,13,1,513
78900,43,1,115
6500,14,1,286
10000,22,1,505
3500,7,1,373
3000,6,1,342
10000,21,1,434
63800,39,1,263
3500,7,1,550
4000,10,1,604
5500,13,1,454
5000,10,1,405
6000,12,1,531
10000,21,1,442
2000,6,0,517
4800,10,1,521
1000,2,1,515
3000,6,1,405
5000,12,1,457
5100,10,1,490
4000,8,1,441
3900,8,1,512
7000,14,1,390
1300,3,1,551
2500,7,1,528
2000,4,1,466
10000,19,1,385
4000,10,1,331
5000,11,1,339
5000,12,0,302
2500,7,1,305
2500,7,0,432
3000,6,1,305
3500,9,1,458
1113,5,0,-330
1300,3,1,708
7000,14,1,564
5000,12,1,436
6000,14,1,485
7351,16,1,206
7005,16,1,407
3000,6,1,510
760,2,1,364
3300,9,1,522
2401,7,0,-442
7000,14,1,385
5000,10,1,420
550,4,1,562
500,4,0,-457
2059,5,1,439
12000,23,0,-320
5500,13,1,474
3000,6,1,474
750,2,1,493
2000,4,1,491
500,2,1,608
500,4,0,172
700,4,0,251
2298,7,1,140
1000,4,1,666
3000,6,1,323
3000,8,1,305
3000,8,0,409
1000,2,1,574
500,4,1,627
4500,12,1,492
2500,7,0,492
2500,7,0,-161
5000,12,1,441
3000,8,1,346
5560,13,0,407
5500,11,1,491
7400,17,1,399
5000,12,0,-297
2500,7,1,478
3500,7,1,385
3000,8,0,-244
2500,7,1,368
8000,18,1,530
2230,7,1,242
500,4,1,564
2500,5,1,604
1000,4,1,712
5000,12,1,474
543,2,1,483
700,4,1,523
5000,10,1,436
2000,6,0,414
543,2,1,547
8500,17,1,328
11250,23,1,470
5000,12,1,415
1000,4,0,-333
5000,12,1,449
5800,14,1,359
15000,27,0,-389
815,4,0,-302
2960,8,1,603
2453,7,1,412
3000,6,1,563
3000,6,1,419
2000,6,1,352
10000,19,1,371
3000,8,1,259
1300,5,1,481
3500,9,1,410
2500,7,1,404
50800,36,1,130
2000,6,0,374
10000,22,1,369
43500,38,1,164
3000,8,0,-488
107300,56,1,307
10000,21,1,379
32800,35,1,234
71700,41,1,274
1700,4,1,439
3000,8,1,360
2000,4,1,441
7500,15,1,117
7500,17,1,198
3500,9,1,604
5000,11,1,465
10000,21,1,331
50800,39,1,402
10000,19,1,306
4000,8,1,549
1500,5,0,347
24300,31,1,396
5000,10,1,485
6000,13,1,416
5400,13,1,561
24300,32,1,357
7500,17,1,278
6000,12,1,488
2400,7,1,362
3500,9,1,644
17400,29,1,527
4500,11,1,592
2000,6,1,711
6500,13,1,474
1000,4,0,169
1082,5,1,237
1000,4,1,692
6000,12,1,386
4415,11,0,69
10000,19,1,384
5000,10,1,385
10000,20,1,92
5000,12,1,584
2215,5,1,388
4000,10,0,98
3000,8,1,399
2000,4,1,425
15000,26,1,505
2000,4,1,511
6000,12,1,434
1661,6,1,99
1000,4,1,596
5838,12,1,377
3000,8,1,465
3312,9,0,276
1671,6,1,499
7500,15,1,375
5000,12,0,-487
3000,8,0,-487
10000,21,1,485
1200,5,1,553
1953,6,1,362
1100,5,1,613
5000,10,1,480
1000,4,1,690
6025,14,1,225
2000,4,1,461
5000,12,1,546
5700,13,1,412
3000,6,1,596
7500,18,1,394
3000,6,1,671
5500,11,1,416
8000,18,1,531
2000,6,1,642
6000,14,1,465
15000,24,1,385
2787,6,1,482
4000,10,1,485
10000,21,1,474
540,2,1,-189
1084,5,1,505
6500,13,1,543
3318,7,1,545
4000,10,1,436
4124,8,1,539
5700,13,1,536
15000,24,1,509
8500,18,1,574
15000,24,1,379
4000,10,0,-232
3000,8,0,-389
500,4,1,626
2200,5,1,389
1500,5,1,500
6000,14,1,569
38700,34,1,144
6000,14,1,227
7500,17,1,336
31600,33,1,224
78900,44,1,187
4700,11,1,175
32300,36,1,302
5000,10,1,238
11600,23,1,357
4000,10,1,156
77800,44,1,186
102600,49,1,210
2000,4,1,436
1000,4,0,-204
1000,4,0,-204
9200,20,0,409
1500,3,1,487
650,4,1,511
9200,20,0,-312
4000,8,1,495
45000,40,1,475
46400,39,1,393
6500,15,1,308
5000,12,1,442
5500,13,1,322
94000,51,1,170
26700,33,1,359
71300,41,1,19
1900,4,1,450
1500,3,1,419
7200,14,1,511
40400,37,1,328
10000,20,1,483
8000,18,1,304
1800,6,1,492
40400,36,1,323
47900,40,1,409
19700,31,1,512
2000,6,1,204
65300,41,1,395
6992,14,1,283
1800,6,0,589
3411,9,1,370
1600,4,1,426
1625,4,1,507
4100,10,1,345
3450,9,0,-404
4025,8,1,294
3000,8,1,279
8500,18,1,450
4670,11,1,318
6000,12,1,385
2216,7,0,432
6191,12,1,486
1409,3,1,564
5000,10,1,393
2000,6,1,265
3500,9,1,226
2339,7,1,473
8900,20,1,419
2891,8,1,200
1300,5,1,268
4089,10,1,362
8000,16,1,218
3800,8,1,507
2000,6,1,414
2000,6,0,369
13000,24,1,433
15000,26,1,349
6410,16,0,-465
1560,6,1,401
7000,16,1,392
5197,10,1,235
7500,17,0,371
3717,10,0,192
8000,18,0,192
2500,5,1,279
6099,14,1,451
3500,7,1,552
10000,21,0,369
3300,7,1,522
1700,6,1,693
5500,13,0,-471
1000,2,1,597
12357,24,1,488
5774,14,1,429
3500,9,1,673
6500,15,1,507
2500,7,1,430
4700,9,1,461
2000,4,1,319
8000,18,0,429
1530,6,0,444
4600,11,0,-193
2000,6,0,-193
3800,10,1,391
4200,11,0,374
24300,30,1,247
5000,13,1,322
71300,43,1,237
2400,5,1,419
82700,45,0,240
37200,35,1,305
20700,32,1,468
3000,9,1,316
800,4,1,518
1100,5,1,437
4920,12,1,304
100000,52,1,474
2000,4,1,461
3200,9,1,482
85500,47,1,352
5030,12,1,401
1200,5,1,512
2000,6,0,378
1400,5,1,465
5000,12,1,539
2000,6,1,409
4000,8,1,395
2000,4,1,531
10000,21,1,434
3500,7,1,473
5600,13,1,604
8500,19,1,491
30400,36,1,512
1200,5,0,-398
3000,6,1,385
5600,13,1,463
4500,11,1,413
2000,4,1,572
1530,6,1,527
1500,5,1,500
1000,4,0,-442
1750,6,1,464
3500,9,1,611
2000,6,0,520
5000,12,1,471
4000,10,1,581
2500,7,1,578
6500,15,1,461
1000,4,1,676
3000,8,0,446
1800,4,1,400
3416,7,1,373
1500,5,1,512
1000,4,1,464
5500,11,1,504
1600,6,1,511
3868,10,1,446
2500,7,1,570
1200,5,0,146
900,4,1,581
10000,21,1,374
4000,8,1,404
6000,14,1,570
2700,6,1,433
10000,21,0,356
3500,7,1,366
4000,8,1,427
2500,7,0,-413
3500,7,1,413
2000,4,1,379
7000,14,1,438
10000,19,1,602
9320,20,1,198
1800,6,0,-417
1800,6,0,271
1000,4,0,-507
1000,4,0,-397
2000,6,0,-324
3500,7,1,282
5600,11,1,261
10000,21,0,279
2000,6,1,527
13900,25,1,533
5000,12,1,490
2000,4,1,394
10000,21,0,485
3000,8,1,431
3500,9,1,457
1000,4,1,441
10000,21,1,396
1500,3,1,269
6000,13,1,505
1000,4,0,-352
5500,13,1,560
2500,7,0,-304
36000,38,1,460
500,4,0,-316
2000,6,1,465
1500,3,1,504
10000,21,0,239
10000,21,1,498
9700,19,1,349
3250,9,1,489
2000,6,0,-253
4750,12,0,420
3000,6,1,316
1000,4,0,495
2500,7,1,599
4280,11,1,452
10000,21,1,385
1600,4,1,485
4500,9,1,578
4000,10,1,557
5000,12,1,332
5000,12,1,512
3300,9,0,-395
3300,7,1,531
9000,18,1,275
6100,12,1,396
3000,6,1,496
9000,21,0,-362
9000,21,1,464
5000,10,1,529
4000,8,1,342
10000,19,1,502
3500,9,1,433
2000,6,1,392
14600,25,1,406
10000,21,1,496
5000,10,1,361
4200,11,1,466
4000,10,1,501
3500,9,0,-400
3500,9,0,-452
8200,16,1,385
10000,21,0,-316
3000,8,1,515
3000,8,0,-465
3000,8,0,-465
3000,8,0,-387
3000,8,0,-416
3000,6,1,388
10000,21,1,419
1000,2,1,374
10000,21,1,405
1192,3,1,491
8150,18,1,513
8000,18,1,436
4800,12,1,243
3000,8,1,260
6000,12,1,513
6000,14,0,564
5000,12,1,216
15000,28,0,354
500,4,0,-443
3500,9,0,-542
3500,9,0,-542
5851,14,0,228
3000,6,1,482
6000,14,0,367
1000,2,1,386
3900,10,0,237
3900,10,0,-440
1500,3,1,547
5000,12,0,-512
2000,6,1,456
5000,12,1,416
3600,9,1,281
2150,7,1,416
5000,12,1,470
1600,6,0,-392
1600,6,0,-338
1600,4,1,559
2000,6,1,494
800,2,1,347
10000,22,1,385
5000,10,1,531
2200,7,0,298
1500,3,1,599
3000,8,0,-355
3000,8,1,391
1500,3,1,229
2500,7,1,364
15000,27,0,454
5000,12,0,433
3500,7,1,436
3500,9,1,488
1500,5,0,-562
3000,8,1,399
1000,2,1,542
1000,4,0,-458
5000,12,1,513
3000,6,1,250
3000,6,1,484
1000,2,1,364
2200,7,1,454
9000,19,1,474
6700,15,1,454
10000,21,1,433
8500,19,1,305
1000,2,1,612
5500,11,1,471
800,4,1,630
10000,21,1,493
750,4,1,509
4500,11,1,415
2300,5,1,325
2300,5,1,325
4000,10,1,556
6000,14,0,59
4800,13,1,252
6800,14,1,300
2000,6,0,-620
500,4,0,-552
3500,9,1,461
3000,6,1,271
1000,4,1,358
2500,7,0,-30
3000,8,1,401
5800,14,1,161
3000,8,0,162
3000,8,0,161
6000,14,1,121
5800,14,0,329
7400,17,0,-64
39500,37,0,-587
18200,31,1,358
1700,4,1,212
3500,7,1,438
33800,32,1,381
4000,8,1,470
24300,33,1,217
52300,39,1,152
24300,33,1,460
1800,4,1,386
6000,14,0,485
4000,10,1,318
6700,15,0,-190
4000,8,1,510
5000,10,1,196
2250,7,0,-27
5500,14,1,412
20700,33,1,439
10000,22,1,439
1500,5,1,218
5500,13,0,-490
1000,2,1,509
4000,10,1,436
5000,12,1,384
32800,34,1,526
3800,10,1,612
5000,12,1,511
2000,4,1,312
9200,20,1,411
3000,6,1,542
9300,18,1,539
5000,12,1,541
7500,17,0,315
1000,4,1,512
45000,38,1,341
1000,2,1,178
8500,20,1,454
5000,12,1,516
34000,35,0,118
7000,16,1,135
6000,12,1,286
3500,9,0,286
5000,10,1,474
2500,7,1,286
8000,18,1,364
5500,11,1,176
1200,3,1,542
6000,12,1,413
1000,2,1,461
5300,11,1,434
4000,8,1,413
3000,8,1,394
8200,18,1,385
5300,13,1,405
8000,18,1,433
1400,3,1,510
1700,6,0,-424
9500,21,1,538
3000,6,1,292
7000,14,1,445
3500,7,1,423
3850,8,1,380
2226,7,0,-354
6500,15,1,565
3500,9,0,564
8000,19,1,385
5000,12,1,401
6340,15,0,356
1100,5,1,545
1108,5,0,370
7600,17,1,381
2000,6,1,458
2226,7,0,-364
6500,13,1,526
5500,13,1,452
7500,17,1,592
2782,6,1,508
8500,20,1,380
3000,8,1,540
3000,6,1,697
700,4,1,695
1670,4,1,350
3416,7,1,361
7200,16,1,495
7000,16,1,303
7000,16,0,186
1500,3,1,550
2500,7,1,164
900,2,1,552
700,4,0,539
3000,8,1,588
3000,6,1,321
1200,3,1,354
5800,14,1,461
2500,7,1,383
4000,10,1,460
7300,15,1,314
12000,23,1,484
4000,10,0,-2
4500,11,1,531
1672,4,1,327
2000,6,1,396
2000,4,1,491
4400,11,1,565
1000,2,1,475
4500,9,1,229
6821,15,1,-59
1500,3,1,385
4000,10,1,436
1500,5,1,604
3000,8,1,612
1500,5,1,470
15000,27,1,371
5000,12,1,544
5700,11,1,404
4000,8,1,553
4000,10,0,269
3000,6,1,540
2000,4,1,523
600,4,0,-246
4500,11,1,442
11000,22,1,473
2000,6,1,561
4000,10,1,471
1672,6,0,-263
5000,10,1,268
8000,16,1,272
4000,8,1,453
1000,4,0,474
1800,4,1,474
10000,19,1,351
15000,29,1,385
5000,10,1,-126
2000,4,1,232
4000,11,1,530
2900,8,0,464
3000,6,1,461
2300,7,0,428
600,4,1,528
9000,18,1,438
1500,5,1,507
2000,6,1,517
6500,15,0,-386
11600,23,1,435
4000,8,1,461
7000,16,1,436
1500,5,1,342
17400,30,1,295
18200,28,1,249
7350,14,1,266
4700,11,1,453
2000,6,1,691
1600,4,1,443
10000,21,0,384
4000,10,1,454
3750,8,1,496
5000,12,0,415
4500,9,1,543
16200,26,1,413
5750,13,1,361
51300,42,1,383
9000,21,1,312
10000,19,1,522
1300,5,1,512
2000,6,1,364
2000,4,1,399
10000,21,1,364
2750,8,1,423
5000,12,1,584
1800,4,1,450
6000,14,1,396
2650,8,0,485
5000,13,0,461
2700,6,1,400
8050,18,1,602
1000,4,1,495
6150,12,1,480
7300,16,1,405
3000,6,1,511
2500,7,1,496
954,4,0,391
1000,2,1,550
1000,4,1,577
8600,17,1,388
1670,6,0,168
8500,19,1,502
2215,7,1,405
2226,5,1,420
5400,13,1,454
6500,15,1,225
500,4,1,548
3735,8,1,322
5500,13,1,364
4950,12,1,351
2800,8,0,195
1200,5,1,383
2900,8,1,374
869,2,1,571
4000,8,1,513
10000,21,1,385
2000,4,1,612
4500,9,1,405
1200,3,1,154
1200,5,0,-456
800,2,1,389
1800,4,1,285
6250,12,1,655
4000,10,0,-575
3500,7,1,581
542,2,1,398
500,4,1,570
1736,4,1,404
6257,15,1,451
10000,20,1,461
543,4,1,502
2000,6,0,-403
10000,22,1,418
6700,15,1,567
1000,2,1,505
3100,6,1,565
7000,14,1,241
1500,3,1,461
5000,12,1,637
2300,5,1,672
15000,27,1,418
4713,10,1,428
9000,20,1,675
1750,4,1,367
3000,8,1,281
2600,8,1,227
3300,7,1,300
3000,8,1,362
9200,20,1,259
4000,10,1,421
140200,60,1,267
32300,33,1,218
3500,7,1,237
9200,20,0,47
38700,37,1,33
17400,29,1,364
5000,10,1,391
2900,6,1,369
10800,23,1,374
3500,9,1,334
10000,21,1,364
5000,12,1,364
2000,4,1,326
4500,11,1,220
4700,12,1,450
1400,3,1,420
1000,4,1,372
3000,6,1,477
5000,10,1,711
9200,21,1,482
3500,9,0,-453
4000,10,1,587
3500,9,1,549
7000,17,1,592
115650,55,1,372
5650,11,1,535
3000,8,1,505
2200,5,1,413
5000,12,1,600
4000,8,1,129
1050,3,1,568
1600,6,1,593
10000,20,1,398
10000,20,1,367
3500,9,1,562
4600,11,1,562
2000,6,1,443
9600,21,1,532
58000,42,1,275
10000,21,1,344
3300,9,0,488
3000,8,1,573
1600,6,1,410
6400,15,1,419
5000,12,1,338
5000,12,1,524
32300,36,0,-476
32300,32,1,261
2000,6,1,475
2000,6,1,531
6000,14,1,488
5500,13,1,450
4500,9,1,420
10000,19,1,405
1500,5,1,661
4050,10,1,450
105200,50,1,400
5000,12,0,-303
10000,21,1,543
3000,8,1,615
1000,4,1,47
8000,18,1,473
8157,18,0,358
3000,8,1,492
1600,6,0,107
2200,7,1,392
3000,6,1,462
543,4,1,262
5900,14,1,509
2850,8,1,284
1329,5,1,262
2769,8,1,461
4548,10,1,300
1084,5,1,325
6500,15,1,405
4300,11,1,526
3000,8,1,431
2000,4,1,433
3100,8,1,316
5000,12,1,434
3000,8,1,562
3407,9,1,303
10000,19,1,364
3965,10,1,126
2308,5,1,340
3500,9,1,269
9500,22,1,374
12000,23,1,259
6400,13,1,534
5000,12,1,365
10000,22,0,332
1084,5,1,201
4554,11,0,383
2800,8,1,435
2400,7,1,471
3500,9,1,429
7606,15,1,335
4000,10,1,416
4797,12,1,353
8000,18,1,416
6000,12,1,439
4150,8,1,333
14000,23,1,419
1000,4,1,234
2750,8,1,492
6500,15,1,305
6500,15,1,498
5000,11,1,542
5300,11,1,543
5055,11,1,416
4000,8,1,364
9000,20,1,436
2000,6,1,360
500,4,1,561
5000,12,1,436
3000,6,1,474
1227,5,1,550
6168,14,0,110
4000,10,1,528
2000,4,1,335
2500,7,1,543
1700,6,1,375
1331,5,1,451
4200,9,1,511
5000,10,1,454
7285,16,1,544
9000,20,0,475
2000,4,1,571
15000,26,1,248
15000,26,1,474
4423,9,1,515
3649,8,1,481
15000,27,1,396
3720,10,1,304
15000,24,1,381
6500,15,1,530
8500,20,1,493
8000,19,1,527
12500,24,1,501
7000,16,1,616
2000,4,1,576
1500,5,1,404
600,4,1,554
3000,8,1,536
3700,10,1,614
2500,7,1,170
7500,17,1,439
26700,33,1,354
31000,33,1,177
7000,16,1,309
20900,32,1,370
1000,4,0,-560
18200,32,1,473
1000,4,0,206
10000,21,1,271
1000,4,0,194
136700,53,1,183
500,4,0,-590
3000,6,1,291
16200,30,1,418
7100,14,1,371
1000,4,1,547
21900,32,1,289
4000,8,1,257
87700,48,1,338
24300,31,1,191
47900,38,1,264
5700,13,1,268
1500,5,0,63
1300,5,1,508
5700,11,1,310
6000,14,1,382
6900,17,1,525
10000,21,1,361
7500,17,0,-504
7500,18,0,16
7500,16,1,205
71700,43,1,323
500,4,0,-430
500,4,0,37
3000,6,1,312
4700,9,1,165
2000,6,1,639
1500,5,1,649
4000,10,1,687
3325,9,1,520
6675,13,1,302
4000,10,1,133
42300,37,1,329
9600,19,1,455
1500,5,1,712
12200,25,0,485
11600,23,1,439
23200,33,1,296
52200,38,1,108
31000,35,1,305
1800,6,0,-473
58000,40,1,-9
3500,7,1,420
104900,51,1,409
112800,52,0,455
4000,10,1,507
9900,21,1,364
75300,45,1,296
24300,34,1,418
3500,9,1,596
2000,6,1,515
500,2,1,305
13900,25,1,476
13900,25,1,374
12800,24,1,403
1500,3,1,678
10000,21,0,-408
6000,14,1,361
1100,3,1,493
3519,7,1,44
9850,21,1,322
5000,10,1,485
700,4,0,-435
4540,11,1,296
7500,15,1,362
943,4,1,331
3411,7,1,502
3000,8,1,540
3979,8,1,438
5955,14,1,274
3300,7,1,421
5230,12,1,358
2200,7,0,-515
8500,17,1,420
2600,8,1,562
5000,12,1,592
5000,12,1,541
8000,18,1,357
3900,10,0,-532
2167,7,1,381
7000,14,1,255
6550,15,1,505
7200,14,1,395
800,2,1,606
4940,10,1,343
2500,7,0,-184
3500,9,1,500
12294,27,1,239
2500,7,1,525
2800,8,0,36
1250,5,1,505
5260,11,1,321
5000,10,1,311
2500,7,0,61
1828,6,1,415
3985,10,0,-397
3985,10,0,-357
3985,10,0,-357
3985,8,1,-55
2000,6,1,518
9000,20,1,340
3000,8,1,162
5400,12,1,416
3006,8,1,505
2500,7,1,238
5733,11,1,385
2872,8,1,162
2452,5,1,413
4000,10,1,433
2200,5,1,660
2425,7,1,540
2400,5,1,453
1109,5,1,287
9852,19,1,403
8500,19,1,280
3900,8,1,474
6739,15,1,492
2006,6,1,312
1100,5,1,465
3500,7,1,513
7600,17,1,561
2000,4,1,383
2500,7,1,562
4800,12,1,299
5250,13,1,512
6000,14,0,-359
7100,16,1,564
6000,15,1,364
4000,10,1,482
1331,5,1,445
1500,3,1,304
9638,20,1,371
5000,10,1,446
543,2,1,502
5500,13,1,479
6795,13,1,396
2893,8,1,281
3450,9,1,513
2500,5,1,429
779,2,1,474
7785,15,1,284
1500,5,1,718
5158,10,1,330
5041,12,1,431
3409,9,1,401
5686,13,1,463
1672,6,0,-90
2000,4,1,552
3225,9,0,-7
10000,19,1,454
1200,3,1,573
3994,8,1,379
4000,10,1,596
2500,7,1,644
1000,4,1,474
1810,4,1,542
570,2,1,449
2600,8,1,595
10000,21,1,585
3994,10,1,227
3000,6,1,565
1672,6,1,611
2000,4,1,396
1300,3,1,164
2000,6,0,9
58000,41,1,293
3500,7,1,433
3800,8,1,271
500,4,0,-431
1300,3,1,42
3000,8,0,43
1200,5,0,-507
2500,7,0,208
4000,8,1,359
9200,20,1,385
2000,6,1,254
1500,5,1,267
500,4,0,-570
3000,6,1,191
10000,19,1,216
45750,40,1,318
5700,13,1,367
143000,60,1,209
3000,8,1,307
4000,8,1,73
3000,8,0,-588
3000,8,0,-588
3000,6,1,254
2000,6,1,161
1000,4,1,229
700,4,0,-425
3500,9,1,317
9400,20,1,470
5250,13,1,421
24300,31,1,280
600,4,0,-561
2500,7,1,381
2000,6,1,339
1500,5,1,470
26700,33,1,470
850,4,0,-558
600,4,0,-635
8400,18,0,294
1200,3,1,243
3000,8,0,-467
1500,5,0,663
29770,33,1,313
6800,15,1,393
600,4,0,-447
10000,23,1,405
3000,8,1,505
8500,17,1,454
4000,10,1,230
1000,4,1,494
4300,11,1,343
2000,4,1,712
5000,13,0,227
5400,13,1,485
8000,18,1,615
7250,16,1,312
500,4,0,303
10000,21,1,508
10000,22,1,226
2000,4,1,423
2000,6,1,329
21900,32,1,439
1400,5,0,274
33800,35,0,328
10000,19,1,215
18600,32,0,433
7715,17,1,361
6000,14,1,294
1800,4,1,505
7000,14,1,612
500,4,0,-469
5700,13,1,440
7600,17,1,137
3100,6,1,498
2500,7,0,-447
10000,21,1,419
4700,11,1,366
5250,11,1,485
1500,5,0,-486
4000,8,1,393
4600,9,1,500
1500,5,1,106
2500,5,1,483
4000,10,0,300
2500,7,0,-440
3500,7,1,422
24300,30,1,516
3500,9,0,160
1000,4,0,-447
4700,9,1,184
500,4,0,-447
2700,8,1,380
1500,3,1,385
4700,11,1,566
8900,18,1,425
750,4,0,-551
6900,16,1,122
6600,15,1,512
1000,4,1,433
3200,9,1,439
2500,5,1,442
24300,32,1,405
12200,24,1,383
4780,10,1,435
2300,5,1,381
500,4,0,-489
2500,7,1,283
4700,11,1,397
6350,15,1,230
17400,27,1,373
4500,9,1,402
8100,17,1,133
4200,11,1,436
6400,15,1,402
7600,15,1,364
542,2,1,587
3000,8,1,436
1200,5,1,453
4000,10,1,274
9300,18,1,325
3000,6,1,405
541,4,1,401
3500,9,1,433
1350,5,1,497
6000,15,1,419
543,4,1,246
3000,8,1,454
1500,5,1,337
2695,6,1,430
541,2,1,395
5000,12,1,364
950,2,1,382
600,2,1,510
7500,15,1,323
2250,7,1,434
7589,15,1,395
651,4,1,331
3000,8,1,178
3900,10,1,380
4700,11,1,265
4000,8,1,385
5000,12,1,361
4000,8,1,384
10000,20,1,345
1600,6,1,482
2200,7,1,494
757,4,1,571
1000,4,0,-455
1000,4,0,143
5400,13,0,390
3000,8,0,-463
10000,21,1,292
597,4,1,571
1000,4,1,39
3450,9,1,350
8000,16,1,405
2000,4,1,232
4500,11,1,388
1626,4,1,501
7000,17,1,237
3000,8,0,207
1650,6,0,322
13700,25,1,370
869,2,1,352
869,2,1,356
4000,11,1,453
4000,10,1,381
5000,10,1,498
652,2,1,559
2600,8,1,435
1000,2,1,436
1200,5,1,398
1500,5,0,366
5000,12,0,171
2650,8,0,317
1000,4,0,-436
5500,11,1,436
500,4,0,421
1000,4,0,-175
4000,10,1,418
1111,5,1,219
500,2,1,527
1600,6,1,258
4000,10,1,252
8500,19,1,232
3500,9,1,418
500,4,0,-453
1500,5,1,450
1000,4,1,458
1200,5,0,379
5000,12,1,463
1967,4,1,502
7950,18,1,372
4660,11,1,260
1600,4,1,409
10700,22,1,441
652,2,1,581
2500,5,1,429
5000,10,1,375
1500,5,0,-438
2168,7,0,-392
1000,2,1,329
1250,5,0,-529
5000,12,1,431
2000,6,1,388
13000,24,1,405
1001,5,1,208
6000,15,0,-284
1500,5,0,-415
5135,10,1,274
1000,4,1,499
4000,10,1,231
3500,9,1,437
3150,9,1,510
3000,8,1,393
1000,4,1,583
2000,4,1,540
13700,26,1,331
