LoanAmount0,LoanPeriod0,Good,PredictedGood0
2228,7,0,261
9600,21,1,422
543,2,1,480
556,2,1,397
6144,14,0,362
3500,9,1,400
1500,5,1,400
3314,9,1,408
2889,6,1,343
5833,14,1,353
3988,10,1,390
600,4,1,643
7000,16,1,356
3500,7,1,413
3000,8,1,264
1765,6,1,434
3500,9,1,433
500,4,0,-518
543,2,1,259
1500,3,1,364
815,4,1,455
1330,3,1,237
7000,14,1,454
3000,8,1,599
4500,11,0,-522
1500,5,1,165
4750,10,1,-125
815,2,1,297
543,4,1,439
3580,9,1,361
11500,23,1,115
6950,14,1,480
8630,17,1,439
2083,7,1,368
1500,5,1,428
2925,8,1,407
6000,12,1,296
12500,24,1,420
5000,12,0,-553
1500,5,0,-429
3000,8,0,368
1500,5,0,212
3423,7,1,185
5000,12,1,321
1081,5,1,559
1001,3,1,526
9000,19,1,471
15000,24,1,210
2954,8,0,489
1084,5,1,341
4585,11,1,318
3994,10,1,7
5400,11,1,513
8650,18,1,306
1200,5,1,393
1600,6,0,-481
3871,8,1,511
1282,5,1,535
4500,11,1,562
3000,8,1,268
500,4,0,-544
4713,12,1,243
5500,11,1,333
5000,12,0,-531
7000,14,1,281
650,4,1,509
5000,12,0,354
4700,11,0,-500
4000,10,0,355
3000,6,1,597
500,4,0,-335
1000,2,1,336
58000,40,1,48
6500,16,1,211
1000,4,1,78
1000,4,0,-599
10000,20,1,287
5000,12,1,282
4000,8,1,302
1000,4,1,290
1000,4,1,438
7600,15,1,-32
2350,7,0,348
500,4,0,-407
64763,42,1,281
6000,14,0,124
3500,7,1,300
1000,4,0,-569
97200,46,1,210
6500,13,1,250
10000,21,0,169
85500,45,1,226
4700,11,0,-441
1500,5,1,289
1260,5,0,379
46584,40,1,279
500,4,0,468
5000,10,1,399
1000,2,1,339
2600,6,1,118
2500,7,0,-525
3600,9,1,374
6000,14,0,269
7000,16,1,53
1500,5,0,18
1600,6,1,318
4000,10,0,-525
1000,4,1,223
5000,12,0,-624
5000,12,0,448
3000,8,1,339
85500,46,1,421
6600,13,1,532
1000,4,1,617
1500,3,1,400
500,4,1,365
77000,47,1,364
800,4,1,271
4700,9,1,563
5000,12,0,-562
9200,18,1,352
1000,4,1,246
3000,6,1,387
4100,10,1,380
4700,11,0,406
4000,8,1,544
9000,20,1,550
8000,19,1,312
1550,6,1,345
5000,12,1,171
2300,5,1,443
87700,46,1,400
7000,16,1,513
2000,4,1,572
12200,24,0,467
700,4,1,342
4700,11,1,373
8000,19,1,329
4700,11,1,426
5000,10,1,422
2000,4,1,453
4600,9,1,498
1500,5,1,610
3000,8,1,472
3500,9,1,473
1000,2,1,436
150900,53,1,382
3600,9,1,591
1800,4,1,711
32300,34,0,267
24300,30,1,420
32300,37,1,453
5200,10,1,540
3000,8,1,374
1000,2,1,569
14600,26,1,334
8000,18,0,222
43500,35,1,441
9200,20,1,407
1000,4,1,701
131500,57,1,254
6000,12,1,574
7600,17,0,290
1500,5,1,439
9200,20,0,397
71700,42,1,403
5000,12,1,385
3100,8,0,81
1000,2,1,603
4200,12,1,495
6000,14,0,-343
759,4,0,-346
6000,14,1,505
7500,17,1,493
3000,8,1,501
1250,5,1,163
10000,21,1,385
1500,5,0,-386
3000,8,0,474
6000,14,1,560
9000,20,1,479
10000,21,1,364
500,4,1,494
2000,4,1,433
10000,21,1,275
9600,24,1,339
10000,19,1,329
3685,10,0,-414
5000,10,1,405
4300,11,0,259
9000,18,1,520
1880,6,1,582
1082,5,0,-353
5000,10,1,463
6111,14,1,461
3000,6,1,439
2000,6,0,412
1700,4,1,382
3500,9,1,193
2060,7,0,403
500,2,1,555
489,4,1,547
600,4,0,-433
10000,19,1,433
3000,6,1,329
2000,6,0,382
1000,2,1,274
1084,5,1,571
10000,22,0,429
6000,12,1,531
4000,8,1,572
8000,18,1,364
1000,2,1,582
1113,3,1,404
1500,5,1,451
2000,4,1,478
10000,21,1,364
9189,20,1,381
1750,6,1,541
2782,8,1,501
8757,17,1,482
7000,17,0,-556
7000,16,1,543
2867,6,1,260
1000,2,1,485
2400,7,1,573
1500,5,1,454
4500,11,1,347
750,2,1,552
500,4,1,385
1329,5,1,487
1618,4,1,332
10000,21,1,505
1625,4,1,523
2500,7,1,306
1600,6,1,443
5000,12,0,259
1000,2,1,553
6000,12,1,289
4000,8,1,514
500,2,1,677
2700,8,1,316
1000,4,1,561
1400,5,0,-379
4000,10,1,495
7500,17,1,531
2000,4,1,331
4500,9,1,496
3530,7,1,531
1000,2,1,563
9671,21,1,385
5000,12,1,453
500,2,1,623
500,4,0,460
2000,4,1,526
4000,8,1,451
652,4,1,491
2500,7,1,451
800,4,1,463
1500,3,1,364
6000,14,1,391
1000,4,1,352
1900,6,1,623
3000,6,1,216
2200,7,1,495
1735,6,1,414
3000,8,1,441
3000,6,1,567
4000,10,1,318
7000,16,1,220
6500,15,1,474
3000,8,1,598
3500,9,1,408
6000,12,1,364
1084,5,1,526
3300,7,1,569
652,4,1,420
5000,12,1,649
760,2,1,262
3500,9,1,551
3010,8,1,481
2000,4,1,630
600,4,1,557
800,2,1,434
3500,9,1,567
2500,7,0,319
6000,15,0,405
1355,5,1,423
10000,21,1,405
14000,23,1,18
543,4,0,-460
3100,6,1,381
4000,10,1,543
3421,7,1,331
750,2,1,591
12000,25,1,454
8000,16,1,550
4000,10,1,380
1800,4,1,429
543,4,0,304
1084,5,0,244
7000,16,1,419
1663,6,1,374
1500,3,1,453
1500,5,0,433
1650,6,1,325
650,4,1,298
7000,16,0,271
2000,6,1,365
14500,24,1,288
7000,16,1,581
3500,7,1,475
652,4,0,-357
758,4,1,215
540,4,1,289
4000,8,1,559
15000,24,1,394
500,4,0,245
1084,5,0,505
1338,3,1,392
652,2,1,571
500,2,1,564
543,4,1,538
18535,32,1,301
5000,10,1,337
3994,10,1,272
1500,3,1,612
7500,16,1,510
543,4,1,505
600,2,1,732
1500,5,1,433
6845,16,0,269
1500,3,1,573
4800,10,1,244
978,4,1,535
6000,14,1,539
2772,8,1,635
4500,9,1,581
6000,15,0,260
3300,7,1,333
1000,2,1,567
6400,15,1,428
1500,5,1,542
14500,26,1,574
4000,10,1,605
10000,21,1,403
11200,21,1,510
14500,24,1,446
2759,8,1,377
2000,4,1,542
4500,11,1,321
112200,54,0,146
7600,17,1,339
3900,11,1,139
1000,4,0,-539
32500,35,0,-39
10000,20,1,259
43700,37,1,300
5000,12,1,274
1500,5,0,64
3000,8,1,340
6400,15,1,121
55420,41,1,215
2000,6,1,399
3800,10,1,401
7050,14,1,188
7000,14,1,279
1000,4,0,-490
4000,10,1,242
24300,32,1,375
8000,16,1,447
71300,45,1,403
3000,6,1,242
500,4,0,-463
12000,25,1,483
18400,30,1,494
2000,6,1,494
71700,48,1,326
4000,8,1,564
6000,15,1,390
99800,51,1,395
9200,20,1,503
50800,37,1,436
7000,17,1,518
500,4,0,-253
3000,8,0,-352
17400,27,1,522
58000,41,0,352
5000,10,1,534
1000,4,0,-548
750,4,0,-566
1800,6,0,231
3500,9,0,-469
7000,14,1,454
3500,7,1,384
33800,32,1,571
1600,4,1,258
5000,10,1,511
3000,8,1,469
2200,5,1,622
32300,33,1,187
58000,41,1,141
32300,35,1,304
4100,10,1,348
15250,27,1,518
1000,4,1,629
5000,10,1,441
1991,6,1,330
1800,6,1,661
6000,12,1,440
3000,8,1,405
5500,13,1,385
2226,5,1,420
648,4,1,321
2884,8,1,446
8406,18,1,309
868,4,1,448
1000,4,0,-358
4686,9,1,472
1326,5,0,-343
3000,8,1,384
6739,15,1,422
2400,7,1,273
1662,4,1,533
2000,6,1,413
2228,5,1,459
4000,10,1,405
3004,8,1,345
2500,7,1,543
2228,7,1,282
14600,25,1,364
7376,18,1,420
2000,4,1,324
4000,8,1,352
4500,11,1,364
3418,8,1,489
758,4,1,422
2500,5,1,543
1500,3,1,532
540,4,0,-524
5000,12,1,554
5500,11,1,536
2000,6,1,628
2025,6,1,370
5500,13,1,350
1000,2,1,537
1000,2,1,381
5000,12,1,54
1951,6,0,452
4500,11,1,144
7000,15,1,387
3317,7,1,533
1331,5,0,294
5200,12,1,511
1660,4,1,573
540,4,1,373
3000,8,0,341
1672,6,1,220
4545,11,1,302
1500,3,1,383
2107,7,1,421
2341,7,1,394
8900,19,0,90
8700,18,1,453
2299,5,1,397
3977,10,1,296
2500,7,1,238
2560,5,1,594
3400,7,1,574
4713,12,1,442
8032,18,1,239
15000,28,1,391
1500,5,0,-479
6000,12,1,546
4100,10,0,-283
6000,12,1,552
15000,26,1,355
43500,35,1,336
1500,5,1,322
7200,17,1,305
5500,11,1,429
10000,20,1,196
10000,22,0,-445
35600,34,1,238
53800,41,0,268
40400,37,1,88
7000,16,1,319
4700,11,0,-406
88200,48,0,-75
6000,14,1,-27
5000,10,1,264
3500,7,1,408
83500,46,1,192
42300,36,0,-543
1500,5,0,-527
1500,5,0,-527
18200,33,1,333
119200,55,0,-429
9200,21,0,-409
1500,3,1,257
2500,7,1,438
21900,32,0,298
4500,11,1,258
9000,18,1,253
2400,7,0,-561
2500,7,1,600
43500,38,1,209
9200,20,1,24
3000,6,1,229
12200,25,1,299
9200,20,0,229
1000,4,0,-623
71300,44,0,198
9100,20,0,204
11600,23,0,-463
4700,11,0,-438
3500,7,1,468
24300,31,1,328
50800,39,0,-429
65300,43,1,322
5000,10,1,257
4700,9,1,391
500,4,0,384
4500,11,0,-530
58000,38,1,235
5000,10,1,485
10000,22,1,398
4700,11,0,-275
10000,24,1,385
122700,57,1,257
2400,7,1,323
6000,14,1,361
1000,4,1,451
4700,11,1,395
5000,12,1,365
2000,6,1,478
6000,12,1,329
3800,10,1,492
3000,8,1,562
4000,10,1,413
3500,9,1,599
19500,34,0,-268
39650,34,1,301
10000,21,0,-318
1200,5,1,291
6500,15,1,377
6000,14,1,436
5800,14,0,-240
1000,2,1,443
3500,9,1,485
10000,20,1,416
59200,43,1,343
33800,32,1,494
3500,7,1,535
1000,4,1,454
4300,12,1,385
7400,17,1,505
10000,21,1,433
11400,23,1,454
87700,49,0,-439
10000,20,1,385
78400,46,1,430
9100,20,1,385
17250,31,0,311
58000,41,1,202
60600,40,1,306
5500,13,1,560
3000,8,0,-445
5000,12,1,346
58000,38,1,361
1900,6,0,483
3000,8,1,681
5600,12,1,335
7000,16,1,354
74850,41,1,421
10000,21,1,198
11600,24,0,-362
1500,5,0,-403
2000,6,1,512
5000,10,1,449
3500,9,1,398
10000,21,1,308
4000,8,1,307
35500,35,1,463
1000,4,1,525
3300,9,0,319
7600,17,1,602
3000,6,1,422
5550,13,1,472
3700,8,1,345
3000,8,1,420
3500,9,1,560
17400,30,1,388
43500,38,0,115
3000,8,1,282
84100,47,1,331
7000,16,1,505
1200,5,0,-407
7500,17,1,559
23200,34,0,-489
8050,18,1,271
5500,13,1,570
1000,4,1,560
9200,21,0,454
4000,8,1,543
7000,16,1,344
6500,13,1,481
38700,36,1,281
3300,9,1,395
3700,10,0,-434
105200,48,1,395
2879,8,1,440
550,2,1,374
9000,18,1,398
2500,7,1,482
1500,3,1,69
1623,4,1,399
4400,9,1,436
5000,12,1,-36
542,4,0,-366
7500,15,1,433
3000,8,1,510
2000,4,1,299
3864,10,1,505
3864,11,0,-367
1000,2,1,477
1000,4,1,152
2000,6,1,414
4000,10,1,344
3000,8,0,473
3000,8,0,394
8000,19,0,-292
2500,7,1,494
1670,4,1,507
1661,6,1,485
6739,15,0,288
3200,7,1,387
10000,19,1,474
814,2,1,480
543,4,0,-331
10000,20,1,485
3600,7,1,385
6239,14,1,275
1225,5,1,502
3411,9,1,374
543,2,1,316
889,4,0,-407
4000,10,1,306
5000,10,1,619
1108,3,1,467
1108,5,1,515
4548,11,1,233
7000,16,1,523
1892,6,1,581
8500,17,1,436
3239,9,1,527
5000,12,1,385
7500,17,1,495
543,2,1,575
5672,13,1,118
3000,8,1,498
652,2,1,500
3150,9,1,502
3416,7,1,398
1114,5,0,-395
3100,6,1,364
3350,7,1,454
3000,6,1,543
3000,8,1,582
3000,8,1,126
8191,19,0,-515
1000,4,1,609
1600,6,1,362
1000,4,0,-460
1200,5,1,588
15000,26,1,472
706,4,1,432
6800,13,1,388
6700,15,1,284
10000,19,1,278
5000,12,1,510
8500,17,1,551
1100,3,1,364
1000,2,1,463
4000,8,1,422
11050,24,1,430
500,4,1,440
4000,10,0,462
4000,10,1,400
9000,21,1,471
10000,21,1,355
2771,8,0,-350
3000,6,1,384
9000,20,0,366
6800,15,1,492
6550,15,1,320
5000,10,1,698
3500,9,1,595
1500,5,1,595
7800,15,1,561
543,4,1,340
5000,12,1,475
5900,12,1,419
2000,6,1,582
3217,9,1,179
869,2,1,493
2500,5,1,467
2800,6,1,436
4290,11,1,322
1500,3,1,698
543,4,1,439
14500,24,1,295
9300,20,1,436
4500,11,1,505
3100,6,1,443
5000,10,1,344
543,4,1,292
6500,15,1,505
3531,9,1,485
4500,9,1,474
12640,25,1,540
10100,22,1,165
6800,15,1,541
2700,6,1,510
4100,10,0,404
1000,4,1,457
543,4,0,388
2500,5,1,373
6000,14,1,305
543,4,1,483
5000,12,1,511
2541,7,1,138
4250,11,1,550
4000,10,1,310
500,4,0,-446
1626,6,1,468
1000,4,1,342
2000,4,1,441
4500,11,1,360
4500,11,1,433
8000,16,1,359
7380,17,1,385
1300,3,1,593
1800,6,1,482
1500,5,0,357
1000,2,1,390
1200,5,1,491
3500,9,0,485
4000,10,0,-441
7000,16,1,508
2850,6,1,645
5000,12,1,585
3800,8,1,556
978,2,1,468
1800,4,1,337
5871,14,1,406
934,2,1,465
10000,21,1,439
12500,24,1,281
4500,11,1,328
1500,5,1,484
978,2,1,381
30400,37,1,386
40400,34,1,240
3000,6,1,319
6000,12,1,168
3280,9,1,349
8000,18,1,450
91200,47,1,275
3500,9,0,-601
6000,14,1,286
5000,12,1,446
85500,47,0,265
1500,5,0,-521
23200,34,1,171
4000,8,1,299
3500,9,0,-644
11600,24,1,89
500,4,1,445
2000,6,0,-385
1700,6,1,337
8250,18,1,449
1400,5,1,618
4520,9,1,424
4700,9,1,252
3000,8,0,-450
3000,8,1,351
2000,6,0,-386
2000,6,0,-523
6150,14,1,403
3000,8,0,-354
1000,4,1,603
43500,38,0,90
13800,23,1,467
4000,10,1,531
6000,12,1,288
24300,32,1,451
7700,15,1,385
5000,12,1,520
3300,9,1,203
3000,6,1,530
4000,10,1,575
6000,12,1,485
5000,10,1,568
7000,14,1,381
18200,32,1,180
6229,14,0,270
1000,4,1,683
6000,14,1,588
6000,14,1,498
7000,16,1,430
8000,18,1,506
6795,15,0,-447
10000,20,1,119
5808,14,1,355
4700,9,1,385
6300,15,0,268
3000,6,1,481
2226,7,0,10
10000,23,1,454
2200,5,1,524
4000,8,1,391
2000,6,0,-14
4500,9,1,453
5000,12,0,14
1665,4,1,554
3000,8,1,409
4000,10,1,396
400,4,0,-480
4200,11,0,403
6300,15,1,385
4600,11,1,451
5000,12,0,-1
3418,7,1,464
1500,5,1,453
1663,4,1,423
5290,14,1,485
14000,25,1,433
10000,19,1,396
600,4,1,472
1000,4,1,244
8000,18,0,94
6000,14,1,415
2675,8,1,418
1000,4,0,404
7000,14,1,469
7000,16,0,337
2800,8,0,-395
5000,12,0,-476
3031,8,0,-348
3000,6,1,224
10000,21,1,373
2000,6,1,661
540,4,1,322
2230,7,1,402
3000,8,1,453
2670,6,1,433
2000,4,1,314
8000,19,1,453
3000,8,0,-346
12000,23,1,394
12500,24,0,396
4160,10,1,615
5000,12,0,313
2700,8,1,251
7300,14,1,436
4564,9,1,239
12500,22,1,384
3890,10,1,487
1000,4,1,485
800,2,1,545
5000,10,1,225
4000,8,1,368
3000,6,1,567
3000,8,0,-636
4000,10,1,422
1500,3,1,371
1000,4,0,-626
3000,8,1,448
1500,3,1,172
11400,23,1,354
5400,11,1,322
5000,12,0,-375
5000,12,1,238
4000,10,0,-534
95400,48,1,82
2650,6,1,300
6000,14,1,215
1500,5,0,-612
2500,7,1,369
3000,8,1,339
11600,21,1,419
1400,5,1,299
500,4,1,525
4000,10,1,382
1500,5,1,140
42000,36,1,122
1000,4,1,349
12200,22,1,291
4150,10,1,329
500,4,0,-499
2000,6,0,-609
2000,6,0,-453
2300,7,1,332
1500,5,1,429
5300,13,1,391
1000,4,0,-2
3000,8,0,50
3000,6,1,222
5000,12,1,336
700,4,1,358
3000,8,0,-510
24300,33,1,366
2000,4,1,350
700,4,1,444
139300,60,1,364
1000,2,1,500
1000,4,1,663
1000,4,1,315
4100,8,1,493
28650,31,1,416
1500,3,1,433
4000,10,1,453
6000,12,1,416
80700,47,1,320
3000,8,1,397
1000,4,0,-367
3300,9,1,433
3000,8,1,523
1000,4,1,565
43300,38,1,443
1000,4,1,695
1700,4,1,505
3600,7,1,482
1000,4,0,-427
2750,8,1,452
4000,10,1,416
4830,12,0,-456
43500,36,1,379
4000,10,1,380
1500,5,1,313
3000,6,1,454
2000,6,1,424
55100,39,0,313
8000,19,1,462
6000,12,1,411
3000,6,1,468
1150,5,1,613
1000,4,0,247
8500,17,1,436
3500,7,1,319
3800,10,1,289
2800,8,1,450
3300,7,1,543
2100,5,1,197
1500,3,1,446
3700,8,1,384
1500,3,1,419
2000,6,0,-403
2000,4,1,297
2000,4,1,371
1000,4,0,-330
500,4,0,-565
3140,9,1,401
2865,8,0,277
1500,3,1,592
3600,7,1,581
3393,9,1,396
600,4,0,-504
29200,33,1,474
3000,8,1,323
2223,7,1,483
2500,7,1,419
4000,8,1,393
4000,11,0,-367
4000,10,1,593
3500,9,1,543
5500,11,1,419
1775,6,1,245
1500,3,1,721
1500,3,1,626
2000,6,0,-506
10000,19,1,367
32300,32,1,134
6300,13,1,595
2000,6,1,582
3000,6,1,399
1900,4,1,543
4400,11,1,474
2300,7,1,306
543,4,1,388
9000,18,1,454
543,4,1,382
1900,6,1,154
3200,9,1,464
8500,19,1,560
3000,8,1,450
1625,6,1,518
4000,10,1,505
5000,12,1,508
6400,13,1,485
4000,10,1,485
2294,5,1,401
2000,6,0,-463
2000,4,1,506
2500,7,1,365
6800,13,1,540
10000,21,1,581
3600,9,0,-376
3000,8,0,-376
4500,9,1,227
500,4,0,-522
1500,5,1,414
6000,14,1,493
5000,12,1,153
500,4,0,-539
2226,5,1,474
9000,20,0,-655
9500,19,1,453
1600,4,1,546
1000,4,1,549
7200,14,1,506
6500,13,1,519
1200,5,1,384
1850,6,0,257
600,4,0,-484
1900,4,1,485
3000,8,0,-497
1500,5,0,-617
7000,16,1,402
5000,12,1,433
700,2,1,694
7500,15,1,493
8500,20,1,427
5500,11,1,514
5000,10,1,485
1000,2,1,573
8000,16,1,531
15000,26,1,505
1280,5,1,604
1300,3,1,385
5500,13,1,277
2500,7,1,436
2000,4,1,387
500,2,1,526
3500,9,1,535
3000,6,1,500
3400,7,1,419
543,4,1,364
6000,14,1,543
2000,4,1,254
4500,11,1,436
2000,4,1,514
2000,6,1,372
9382,18,1,378
6000,14,1,485
7500,17,1,294
9000,21,1,212
1000,4,0,495
8000,16,1,532
543,2,1,403
2787,8,0,383
543,4,1,467
1500,3,1,642
1000,2,1,543
1600,6,1,622
1500,5,1,329
3000,8,1,553
500,4,0,-509
10000,19,1,545
5000,12,0,-505
3000,8,0,103
7000,14,1,474
1084,3,1,298
13592,25,1,413
1084,3,1,269
3000,8,1,681
7250,16,1,485
3000,8,0,-509
1500,3,1,474
1500,5,0,-111
4000,10,1,489
3318,9,1,293
3000,8,1,417
7000,16,1,553
3871,10,1,566
500,2,1,639
3200,7,1,433
9500,19,1,453
2500,5,1,536
4100,8,1,233
2000,6,1,626
3000,8,1,385
543,2,1,348
3000,8,1,582
2759,6,1,471
1800,4,1,559
2299,5,1,410
6300,15,1,490
6400,15,0,232
1800,6,0,147
6300,15,1,488
3000,8,0,-258
5135,12,1,445
45300,37,0,-19
4000,8,1,411
43500,35,1,326
18850,31,1,260
3400,8,1,390
116100,54,1,218
2000,6,1,300
1800,4,1,493
5000,12,1,381
5700,11,1,163
83600,45,1,166
5700,13,1,272
146300,60,1,255
4000,10,1,442
18200,31,0,437
50800,39,1,275
5000,12,1,157
105200,53,1,225
33800,34,1,172
17400,27,1,478
71300,45,1,433
1500,5,1,375
3000,6,1,295
8000,16,1,481
35600,35,1,407
6000,12,1,252
1100,3,1,564
500,4,1,302
2000,6,1,321
3600,9,1,179
3000,6,1,543
38300,35,1,477
3000,8,1,504
80700,45,1,346
33800,34,1,443
6000,13,1,441
5000,10,1,428
5000,12,1,229
8000,17,1,485
1732,4,1,76
5000,12,1,488
1625,6,1,512
5672,11,1,395
1000,2,1,379
6806,16,0,167
6806,15,1,106
5272,13,1,227
6772,15,1,417
8000,18,1,547
11675,23,0,-518
4000,10,1,389
4500,11,0,-515
3416,9,0,175
5000,10,1,539
5000,10,1,531
3314,9,1,568
4000,10,1,428
5000,10,1,416
2600,8,1,430
8700,20,1,461
7000,17,1,344
4500,11,1,524
9000,20,1,505
3000,8,1,461
2000,6,1,478
17077,30,0,224
11000,24,1,488
1079,3,1,281
9000,21,1,362
3000,8,1,521
5302,11,1,158
6000,14,1,473
4545,11,1,171
4000,10,1,371
3000,6,1,729
4500,9,1,604
5000,12,1,643
10000,20,1,200
4500,11,1,218
4000,8,1,508
1000,4,0,-519
4500,11,1,381
7600,17,1,331
24300,31,1,223
69400,43,1,358
3000,8,0,-642
4500,11,0,-578
6000,12,1,295
71700,43,1,368
2500,7,0,-604
24300,33,1,319
27900,32,1,337
2900,8,0,-199
3500,9,1,602
116800,54,1,378
33800,34,1,195
14800,26,1,342
78400,45,1,502
3700,8,1,356
800,2,1,604
4100,10,1,530
33800,33,1,531
7100,15,1,396
4000,10,1,371
3000,6,1,613
1000,4,1,676
83300,47,1,414
3800,10,1,438
4800,10,1,384
4000,8,1,416
400,4,1,486
2100,7,1,500
5000,12,1,433
8000,17,1,505
1500,5,0,-440
8000,16,1,642
71300,41,1,417
1500,5,0,1
1500,5,1,129
1667,4,1,390
759,4,1,385
6000,14,1,584
2000,6,1,426
1623,6,1,584
2300,5,1,493
1084,5,1,378
1113,3,1,473
3411,7,1,146
9189,20,0,-509
3312,9,1,443
4500,11,1,561
1108,5,0,401
2000,6,0,-516
1113,5,1,470
2600,8,0,632
3979,8,1,458
2226,5,1,451
7000,14,1,319
1000,4,1,384
868,4,1,357
10000,21,0,448
2500,7,1,559
6000,14,1,385
9500,21,1,227
1115,5,1,384
2229,5,1,490
543,4,1,398
6270,14,1,416
2217,7,1,389
543,2,1,404
1109,3,1,515
6000,14,1,465
500,4,0,-528
2452,7,0,360
543,4,0,263
3000,8,0,-383
1500,5,0,-284
4707,10,1,373
4000,10,1,486
3241,9,0,-314
5135,10,1,378
9000,20,0,-492
3423,7,1,303
3318,7,1,487
3500,9,1,444
2787,6,1,505
5693,13,1,518
5000,12,0,529
5400,13,0,547
122700,55,0,181
700,2,1,329
1000,4,0,-488
1200,5,0,-370
4000,8,1,208
2000,4,1,211
1600,6,1,318
43500,40,1,210
18200,31,1,399
2500,7,1,302
43500,38,1,218
9100,20,1,355
139300,53,1,245
6000,14,1,262
24300,32,1,118
1000,4,1,476
3000,8,1,297
40400,38,1,227
95400,51,1,69
1800,4,1,0
14700,26,1,267
4700,9,1,223
9200,20,1,383
3500,9,0,-365
3500,9,0,-475
139300,60,1,85
9200,20,0,-503
5400,13,1,277
6500,13,1,442
7600,16,1,185
1000,4,0,441
3000,6,1,581
8050,18,1,364
11600,22,1,512
2000,6,1,193
6500,13,1,416
128850,59,1,381
24300,32,0,647
18200,32,1,268
1700,6,1,416
2000,6,1,307
10000,19,1,96
4570,11,1,441
2000,6,1,286
700,4,1,466
6000,14,0,315
1100,3,1,433
83500,45,0,-432
850,2,1,401
1000,4,0,244
4000,8,1,348
5000,10,1,564
1000,2,1,626
1700,6,1,578
1100,5,1,449
21900,36,1,422
1000,4,1,451
6000,14,0,-332
1500,5,0,564
3000,8,1,404
500,4,0,-216
2000,6,1,78
600,4,1,574
71300,45,1,321
5000,12,1,401
9900,19,1,456
1200,5,1,620
4850,10,1,542
6700,13,1,245
3000,8,1,331
1000,4,0,-506
11325,24,1,326
500,4,0,-425
4000,10,1,471
5500,13,1,344
1000,2,1,404
8000,16,1,533
2615,8,1,383
8000,18,1,499
10000,21,1,364
4500,11,1,305
2000,4,1,227
5506,13,0,511
500,4,0,-505
1084,5,1,440
8173,16,1,130
5000,12,0,147
2600,8,0,278
2226,5,1,342
4100,10,1,329
13800,25,1,265
2000,6,1,405
3411,7,1,452
4000,10,1,445
2000,6,0,-385
10000,21,1,459
5000,10,1,225
2000,6,1,197
700,2,1,404
6000,14,1,502
543,2,1,439
1496,5,1,404
3402,7,1,433
9500,21,1,338
7008,14,1,377
3000,8,1,423
3000,8,1,385
3988,10,1,15
4600,11,0,541
5000,10,1,323
4000,10,1,451
2500,7,0,-337
2452,7,0,241
12930,22,1,98
8000,19,1,354
1000,4,1,581
7000,16,1,385
8620,18,1,96
650,4,1,698
2334,7,1,483
7000,16,1,322
1000,2,1,663
5000,12,1,375
11000,20,1,-41
1843,4,1,520
5700,13,1,305
2600,6,1,137
1000,4,1,435
2000,4,1,472
9100,18,1,471
4300,11,1,124
5000,10,1,279
2000,4,1,712
6400,16,1,453
3500,9,0,292
2777,6,1,479
4200,11,0,71
7162,14,1,148
1350,5,1,602
6500,15,1,311
700,4,1,475
3500,7,1,533
2000,6,1,595
1000,4,1,484
1600,4,1,474
1000,4,1,378
6831,16,1,385
2874,6,1,371
5200,12,1,592
7450,15,1,396
2500,7,1,647
500,2,1,606
2500,7,1,250
3423,9,0,322
7700,17,1,630
1500,5,1,723
800,4,1,518
11600,23,0,-369
3000,6,1,130
2500,7,1,250
500,4,0,-238
3000,8,1,366
10000,21,1,280
1600,6,0,267
24300,33,1,267
1100,5,1,243
2500,7,1,174
1000,4,0,-315
700,4,1,415
3800,10,1,259
50800,39,1,265
1000,2,1,257
4300,11,1,271
3000,8,0,-570
3500,7,1,371
6600,15,0,-428
5500,13,1,299
1000,2,1,287
2300,5,1,456
5000,12,0,-566
1000,4,0,-424
3400,9,1,235
7870,17,1,360
8000,18,1,271
4000,10,0,165
500,4,1,59
122700,54,1,229
3000,8,1,335
18600,30,1,363
4000,10,1,426
780,4,0,-350
3500,9,1,160
27250,31,1,294
5000,12,0,-412
2000,4,1,515
4700,11,0,-431
1800,6,1,667
1500,5,1,353
8700,20,1,419
10000,22,1,501
5000,12,1,464
10000,20,1,465
1000,4,1,172
5000,12,1,265
20300,33,1,381
10000,22,1,453
2200,7,0,331
4700,11,1,435
2800,6,1,540
55100,40,0,184
9000,18,1,422
7300,16,1,372
7000,17,0,128
4500,9,1,420
40400,36,1,226
8600,19,1,246
18200,31,0,-304
4700,11,1,508
4700,11,0,419
5000,12,0,-423
1000,4,0,173
4700,9,1,488
800,4,1,398
4000,10,1,-186
6800,15,1,364
4700,9,1,400
33800,34,0,-355
2500,5,1,596
4100,10,0,374
500,4,0,-369
50800,39,1,367
6000,14,0,334
1500,3,1,447
4600,9,1,262
4000,10,0,-397
4100,8,1,275
7800,17,1,474
4000,10,1,457
500,4,0,180
3000,6,1,421
9200,20,0,-238
10000,21,0,439
4200,11,1,399
24300,32,1,290
5500,11,1,436
1000,4,0,-408
5500,11,1,454
6100,14,1,453
5000,10,1,427
3500,9,1,523
6000,14,1,474
2500,7,0,-356
2500,7,0,-356
4677,11,1,281
1728,6,1,10
1100,5,1,429
1500,5,1,611
3000,6,1,433
4500,9,1,357
8500,17,1,453
2500,7,1,328
4000,10,1,342
3500,7,1,405
2879,8,0,-426
542,2,1,440
1659,6,1,520
1400,5,1,505
3400,7,1,306
543,2,1,245
7940,18,1,115
1000,4,1,400
3650,10,1,394
2600,8,1,302
