ClientId,Good,PredictedGood0,OptimizedClientScoreWithRoundedValues,LoanAmount0,LoanPeriod0,RoundedOptimizedLoanAmount,RoundedOptimizedLoanPeriod,Deviation,dLAmount,dLPeriod,Reject2Accept,,,,threshold
111335,0,-405,367.9433009,9200,20,9000,33,0.042675331,2.1739%,65.0000%,0,0,,,
116301,0,-406,366.9433009,8500,20,8300,33,0.04274827,2.3529%,65.0000%,0,0,,,
110715,0,-518,374.9651149,11675,23,11400,38,0.043032419,2.3555%,65.2174%,0,0,,,
101606,0,27,382.2330643,3132,9,3100,15,0.044538395,1.0217%,66.6667%,0,0,,,
106954,1,272,390.4944822,1114,3,1100,5,0.044586588,1.2567%,66.6667%,0,0,,,
111894,0,-190,403.2235577,6700,15,6600,25,0.044644935,1.4925%,66.6667%,0,0,,,
101531,0,-199,394.2235577,6600,15,6500,25,0.044651056,1.5152%,66.6667%,0,0,,,
117585,0,-199,394.2235577,6600,15,6500,25,0.044651056,1.5152%,66.6667%,0,0,,,
114314,1,-197,396.2235577,6500,15,6400,25,0.044657462,1.5385%,66.6667%,0,0,,,
116446,1,-71,404.0796107,6000,12,5900,20,0.044694444,1.6667%,66.6667%,0,0,,,
107274,0,-437,395.0152744,10000,21,9800,35,0.044804444,2.0000%,66.6667%,0,0,,,
109111,0,-441,391.0152744,10000,21,9800,35,0.044804444,2.0000%,66.6667%,0,0,,,
111312,0,-474,358.0152744,10000,21,9800,35,0.044804444,2.0000%,66.6667%,0,0,,,
114772,1,-67,408.0796107,5000,12,4900,20,0.044804444,2.0000%,66.6667%,0,0,,,
101883,0,-422,410.0152744,9200,21,9000,35,0.044869775,2.1739%,66.6667%,0,0,,,
103854,1,130,367.2894231,1840,6,1800,10,0.044869775,2.1739%,66.6667%,0,0,,,
104385,0,-439,393.0152744,9200,21,9000,35,0.044869775,2.1739%,66.6667%,0,0,,,
116259,0,-438,394.0152744,9200,21,9000,35,0.044869775,2.1739%,66.6667%,0,0,,,
109583,1,237,355.8950938,1330,3,1300,5,0.044902356,2.2556%,66.6667%,0,0,,,
102980,0,-334,379.8713274,8000,18,7800,30,0.045006944,2.5000%,66.6667%,0,0,,,
108649,1,51,407.9356637,3600,9,3500,15,0.045138889,2.7778%,66.6667%,0,0,,,
109421,1,36,392.9356637,3500,9,3400,15,0.045179138,2.8571%,66.6667%,0,0,,,
114015,1,20,376.9356637,3500,9,3400,15,0.045179138,2.8571%,66.6667%,0,0,,,
115608,1,35,391.9356637,3500,9,3400,15,0.045179138,2.8571%,66.6667%,0,0,,,
109333,1,51,409.0623839,4545,9,4400,15,0.045360477,3.1903%,66.6667%,0,0,,,
109259,1,162,400.6164491,2893,6,2800,10,0.045374506,3.2147%,66.6667%,0,0,,,
118341,1,137,375.6164491,2893,6,2800,10,0.045374506,3.2147%,66.6667%,0,0,,,
113592,1,-2,356.1374985,4548,9,4400,15,0.045397515,3.2542%,66.6667%,0,0,,,
100877,1,165,403.7917167,3000,6,2900,10,0.045444444,3.3333%,66.6667%,0,0,,,
107093,1,158,396.7917167,3000,6,2900,10,0.045444444,3.3333%,66.6667%,0,0,,,
107689,1,140,378.7917167,3000,6,2900,10,0.045444444,3.3333%,66.6667%,0,0,,,
110993,1,130,368.7917167,3000,6,2900,10,0.045444444,3.3333%,66.6667%,0,0,,,
115685,1,140,378.7917167,3000,6,2900,10,0.045444444,3.3333%,66.6667%,0,0,,,
107057,1,53,410.4364282,3420,9,3300,15,0.045552478,3.5088%,66.6667%,0,0,,,
102626,1,169,407.7917167,2800,6,2700,10,0.045592404,3.5714%,66.6667%,0,0,,,
117674,1,42,399.8120016,3535,9,3400,15,0.045757041,3.8190%,66.6667%,0,0,,,
109661,1,118,356.7917167,2600,6,2500,10,0.045775805,3.8462%,66.6667%,0,0,,,
110961,1,137,375.7917167,2600,6,2500,10,0.045775805,3.8462%,66.6667%,0,0,,,
112066,0,168,406.0405699,1670,6,1600,10,0.046025713,4.1916%,66.6667%,0,0,,,
108853,0,162,400.0906463,1672,6,1600,10,0.046113362,4.3062%,66.6667%,0,0,,,
117650,0,118,356.0906463,1672,6,1600,10,0.046113362,4.3062%,66.6667%,0,0,,,
115437,1,270,389.7714317,1365,3,1300,5,0.046485261,4.7619%,66.6667%,0,0,,,
100996,1,167,405.7917167,2000,6,1900,10,0.046694444,5.0000%,66.6667%,0,0,,,
101630,0,153,391.7917167,2000,6,1900,10,0.046694444,5.0000%,66.6667%,0,0,,,
101867,1,150,388.7917167,2000,6,1900,10,0.046694444,5.0000%,66.6667%,0,0,,,
103459,1,154,392.7917167,2000,6,1900,10,0.046694444,5.0000%,66.6667%,0,0,,,
105710,1,161,399.7917167,2000,6,1900,10,0.046694444,5.0000%,66.6667%,0,0,,,
106855,0,131,369.7917167,2000,6,1900,10,0.046694444,5.0000%,66.6667%,0,0,,,
106971,0,152,390.7917167,2000,6,1900,10,0.046694444,5.0000%,66.6667%,0,0,,,
107756,1,133,371.7917167,2000,6,1900,10,0.046694444,5.0000%,66.6667%,0,0,,,
107805,0,145,383.7917167,2000,6,1900,10,0.046694444,5.0000%,66.6667%,0,0,,,
108700,0,146,384.7917167,2000,6,1900,10,0.046694444,5.0000%,66.6667%,0,0,,,
112460,1,161,399.7917167,2000,6,1900,10,0.046694444,5.0000%,66.6667%,0,0,,,
113106,1,160,398.7917167,2000,6,1900,10,0.046694444,5.0000%,66.6667%,0,0,,,
114113,0,131,369.7917167,2000,6,1900,10,0.046694444,5.0000%,66.6667%,0,0,,,
115301,1,171,409.7917167,2000,6,1900,10,0.046694444,5.0000%,66.6667%,0,0,,,
115678,1,155,393.7917167,2000,6,1900,10,0.046694444,5.0000%,66.6667%,0,0,,,
117053,0,131,369.7917167,2000,6,1900,10,0.046694444,5.0000%,66.6667%,0,0,,,
103514,0,-521,370.0872479,10000,22,9800,37,0.046847603,2.0000%,68.1818%,0,0,,,
104033,0,-488,403.0872479,10000,22,9800,37,0.046847603,2.0000%,68.1818%,0,0,,,
105311,1,156,394.7917167,1900,6,1800,10,0.046937519,5.2632%,66.6667%,0,0,,,
110555,1,154,392.7917167,1900,6,1800,10,0.046937519,5.2632%,66.6667%,0,0,,,
106401,1,126,364.7917167,1800,6,1700,10,0.047222222,5.5556%,66.6667%,0,0,,,
110662,0,147,385.7917167,1800,6,1700,10,0.047222222,5.5556%,66.6667%,0,0,,,
105797,0,-296,356.2955312,7000,16,6900,27,0.047449298,1.4286%,68.7500%,0,0,,,
117155,0,-281,371.2955312,7000,16,6900,27,0.047449298,1.4286%,68.7500%,0,0,,,
100127,1,126,364.7917167,1700,6,1600,10,0.047558631,5.8824%,66.6667%,0,0,,,
104916,0,170,408.7917167,1700,6,1600,10,0.047558631,5.8824%,66.6667%,0,0,,,
106893,1,168,406.7917167,1600,6,1500,10,0.047960069,6.2500%,66.6667%,0,0,,,
115039,1,119,357.7917167,1600,6,1500,10,0.047960069,6.2500%,66.6667%,0,0,,,
116968,0,130,368.7917167,1600,6,1500,10,0.047960069,6.2500%,66.6667%,0,0,,,
107783,0,-175,359.1515842,5700,13,5600,22,0.048206002,1.7544%,69.2308%,0,0,,,
113823,0,-138,396.1515842,5700,13,5600,22,0.048206002,1.7544%,69.2308%,0,0,,,
101654,0,-163,371.3268518,5607,13,5500,22,0.048256749,1.9083%,69.2308%,0,0,,,
104925,1,267,387.6477696,1500,3,1400,5,0.048444444,6.6667%,66.6667%,0,0,,,
105386,1,233,353.6477696,1500,3,1400,5,0.048444444,6.6667%,66.6667%,0,0,,,
106092,1,239,359.6477696,1500,3,1400,5,0.048444444,6.6667%,66.6667%,0,0,,,
106216,1,286,406.6477696,1500,3,1400,5,0.048444444,6.6667%,66.6667%,0,0,,,
106528,1,263,383.6477696,1500,3,1400,5,0.048444444,6.6667%,66.6667%,0,0,,,
110061,1,257,377.6477696,1500,3,1400,5,0.048444444,6.6667%,66.6667%,0,0,,,
111165,1,276,396.6477696,1500,3,1400,5,0.048444444,6.6667%,66.6667%,0,0,,,
111747,1,269,389.6477696,1500,3,1400,5,0.048444444,6.6667%,66.6667%,0,0,,,
116307,1,281,401.6477696,1500,3,1400,5,0.048444444,6.6667%,66.6667%,0,0,,,
116612,1,252,372.6477696,1500,3,1400,5,0.048444444,6.6667%,66.6667%,0,0,,,
118205,1,249,369.6477696,1500,3,1400,5,0.048444444,6.6667%,66.6667%,0,0,,,
113523,0,-155,380.4034955,5250,13,5100,22,0.048663688,2.8571%,69.2308%,0,0,,,
100717,1,285,405.6477696,1400,3,1300,5,0.049036281,7.1429%,66.6667%,0,0,,,
106632,1,276,396.6477696,1400,3,1300,5,0.049036281,7.1429%,66.6667%,0,0,,,
106924,1,278,398.6477696,1400,3,1300,5,0.049036281,7.1429%,66.6667%,0,0,,,
110733,1,281,401.1219669,1079,3,1000,5,0.049268961,7.3216%,66.6667%,0,0,,,
108656,0,-432,400.0152744,9200,20,9000,34,0.049425331,2.1739%,70.0000%,0,0,,,
116730,0,-468,364.0152744,9200,20,9000,34,0.049425331,2.1739%,70.0000%,0,0,,,
117566,0,-458,374.0152744,9200,20,9000,34,0.049425331,2.1739%,70.0000%,0,0,,,
113786,0,-427,405.0152744,9100,20,8900,34,0.04943473,2.1978%,70.0000%,0,0,,,
116321,0,-478,354.0152744,9000,20,8800,34,0.049444444,2.2222%,70.0000%,0,0,,,
105269,0,-32,384.0076372,4100,10,4000,17,0.049535396,2.4390%,70.0000%,0,0,,,
100145,1,-47,369.0076372,4000,10,3900,17,0.0495625,2.5000%,70.0000%,0,0,,,
114841,1,-13,403.0076372,4000,10,3900,17,0.0495625,2.5000%,70.0000%,0,0,,,
116315,1,-53,363.0076372,4000,10,3900,17,0.0495625,2.5000%,70.0000%,0,0,,,
118129,0,-473,359.0152744,8000,20,7800,34,0.0495625,2.5000%,70.0000%,0,0,,,
107641,1,278,398.6477696,1300,3,1200,5,0.049769888,7.6923%,66.6667%,0,0,,,
109338,1,260,380.6477696,1300,3,1200,5,0.049769888,7.6923%,66.6667%,0,0,,,
115684,1,278,398.6477696,1300,3,1200,5,0.049769888,7.6923%,66.6667%,0,0,,,
110637,1,269,389.247158,1084,3,1000,5,0.049848783,7.7491%,66.6667%,0,0,,,
106297,0,-314,399.8713274,7600,17,7400,29,0.050450258,2.6316%,70.5882%,0,0,,,
112475,1,243,363.6477696,1200,3,1100,5,0.050694444,8.3333%,66.6667%,0,0,,,
114294,1,250,370.6477696,1200,3,1100,5,0.050694444,8.3333%,66.6667%,0,0,,,
115094,1,-188,405.2235577,6000,14,5900,24,0.051270408,1.6667%,71.4286%,0,0,,,
110109,0,-240,353.2235577,5800,14,5700,24,0.051287947,1.7241%,71.4286%,0,0,,,
115266,1,105,401.3613966,2140,7,2100,12,0.051334846,1.8692%,71.4286%,0,0,,,
104031,0,-488,403.0872479,10000,21,9800,36,0.051380408,2.0000%,71.4286%,0,0,,,
104032,0,-488,403.0872479,10000,21,9800,36,0.051380408,2.0000%,71.4286%,0,0,,,
104034,0,-488,403.0872479,10000,21,9800,36,0.051380408,2.0000%,71.4286%,0,0,,,
107049,1,55,352.8636902,3500,7,3400,12,0.051755102,2.8571%,71.4286%,0,0,,,
101722,1,280,400.6477696,1100,3,1000,5,0.051882461,9.0909%,66.6667%,0,0,,,
102827,0,106,403.8636902,2500,7,2400,12,0.052460408,4.0000%,71.4286%,0,0,,,
112365,0,61,358.8636902,2500,7,2400,12,0.052460408,4.0000%,71.4286%,0,0,,,
113068,1,61,358.8636902,2500,7,2400,12,0.052460408,4.0000%,71.4286%,0,0,,,
113920,0,-407,364.8916954,7958,18,7800,31,0.052515265,1.9854%,72.2222%,0,0,,,
107336,0,-397,375.0419247,7964,18,7800,31,0.052542146,2.0593%,72.2222%,0,0,,,
106363,0,77,374.8636902,2400,7,2300,12,0.052582908,4.1667%,71.4286%,0,0,,,
114163,0,-405,367.9433009,8000,18,7800,31,0.052722994,2.5000%,72.2222%,0,0,,,
100772,0,-411,361.9433009,7600,18,7400,31,0.052783763,2.6316%,72.2222%,0,0,,,
108774,0,87,385.063996,2308,7,2200,12,0.052991099,4.6794%,71.4286%,0,0,,,
109549,0,78,376.063996,2308,7,2200,12,0.052991099,4.6794%,71.4286%,0,0,,,
109047,0,-578,372.1592214,10000,22,9800,38,0.053252562,2.0000%,72.7273%,0,0,,,
118152,1,-106,369.0796107,4500,11,4400,19,0.053337006,2.2222%,72.7273%,0,0,,,
112643,0,-284,368.2955312,6000,15,5900,26,0.054027778,1.6667%,73.3333%,0,0,,,
117836,0,-426,404.3877897,8635,19,8500,33,0.05451361,1.5634%,73.6842%,0,0,,,
113670,0,-437,395.0152744,8500,19,8300,33,0.054791899,2.3529%,73.6842%,0,0,,,
101519,0,-461,371.0152744,8400,19,8200,33,0.054803833,2.3810%,73.6842%,0,0,,,
106805,1,174,351.3661499,756,4,750,7,0.056306689,0.7937%,75.0000%,0,0,,,
109875,1,215,392.4162263,758,4,750,7,0.05635025,1.0554%,75.0000%,0,0,,,
105890,0,-319,392.3675048,6500,16,6400,28,0.056463018,1.5385%,75.0000%,0,0,,,
117697,0,51,406.6837524,2750,8,2700,14,0.056547521,1.8182%,75.0000%,0,0,,,
104767,1,-178,356.1515842,5000,12,4900,21,0.05661,2.0000%,75.0000%,0,0,,,
110794,0,-509,381.8118274,9189,20,9000,35,0.056630741,2.0568%,75.0000%,0,0,,,
113406,1,17,372.9591729,2861,8,2800,14,0.056659135,2.1321%,75.0000%,0,0,,,
106248,0,-531,360.0872479,9200,20,9000,35,0.056675331,2.1739%,75.0000%,0,0,,,
110861,0,-503,388.0872479,9200,20,9000,35,0.056675331,2.1739%,75.0000%,0,0,,,
108532,1,218,395.6916468,869,4,850,7,0.056680239,2.1864%,75.0000%,0,0,,,
110827,0,-492,399.0872479,9000,20,8800,35,0.056694444,2.2222%,75.0000%,0,0,,,
116833,0,-511,380.0872479,8500,20,8300,35,0.05674827,2.3529%,75.0000%,0,0,,,
106102,1,-1,355.9356637,4000,8,3900,14,0.0568125,2.5000%,75.0000%,0,0,,,
111333,1,33,389.9356637,4000,8,3900,14,0.0568125,2.5000%,75.0000%,0,0,,,
100022,1,184,361.7166851,770,4,750,7,0.056857185,2.5974%,75.0000%,0,0,,,
102671,1,187,364.8919526,977,4,950,7,0.056937355,2.7636%,75.0000%,0,0,,,
108775,0,186,363.8418762,775,4,750,7,0.057186524,3.2258%,75.0000%,0,0,,,
101881,0,19,375.9356637,3000,8,2900,14,0.05725,3.3333%,75.0000%,0,0,,,
103889,0,8,364.9356637,3000,8,2900,14,0.05725,3.3333%,75.0000%,0,0,,,
110469,0,50,406.9356637,3000,8,2900,14,0.05725,3.3333%,75.0000%,0,0,,,
112442,0,43,399.9356637,3000,8,2900,14,0.05725,3.3333%,75.0000%,0,0,,,
112687,0,31,387.9356637,3000,8,2900,14,0.05725,3.3333%,75.0000%,0,0,,,
113157,1,52,408.9356637,3000,8,2900,14,0.05725,3.3333%,75.0000%,0,0,,,
114616,1,20,376.9356637,3000,8,2900,14,0.05725,3.3333%,75.0000%,0,0,,,
116808,1,26,382.9356637,3000,8,2900,14,0.05725,3.3333%,75.0000%,0,0,,,
112361,0,36,392.9356637,2800,8,2700,14,0.057397959,3.5714%,75.0000%,0,0,,,
103950,1,180,358.7682906,1662,4,1600,7,0.05750246,3.7304%,75.0000%,0,0,,,
115852,1,182,360.7682906,1662,4,1600,7,0.05750246,3.7304%,75.0000%,0,0,,,
118460,1,183,362.0186728,1672,4,1600,7,0.057918918,4.3062%,75.0000%,0,0,,,
109388,1,219,397.0922585,785,4,750,7,0.058039119,4.4586%,75.0000%,0,0,,,
106250,0,-567,383.1592214,10000,21,9800,37,0.058409887,2.0000%,76.1905%,0,0,,,
114115,0,-571,379.1592214,10000,21,9800,37,0.058409887,2.0000%,76.1905%,0,0,,,
100080,1,182,360.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
100696,1,201,379.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
101885,1,207,385.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
101936,0,207,385.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
101987,1,225,404.7197432,2000,4,1900,7,0.0585,5.0000%,75.0000%,0,0,,,
102373,1,177,355.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
103081,0,198,376.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
103412,1,216,394.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
103988,0,198,376.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
104372,1,189,368.7197432,2000,4,1900,7,0.0585,5.0000%,75.0000%,0,0,,,
104527,1,188,366.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
105015,1,229,408.7197432,2000,4,1900,7,0.0585,5.0000%,75.0000%,0,0,,,
105388,1,227,405.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
105723,1,212,390.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
105866,1,207,385.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
107775,1,191,369.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
108017,1,211,389.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
108359,1,178,356.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
108685,1,222,400.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
108711,0,181,359.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
108825,1,180,358.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
109113,1,190,368.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
109536,1,175,353.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
109669,1,223,401.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
110840,1,211,390.7197432,2000,4,1900,7,0.0585,5.0000%,75.0000%,0,0,,,
110916,1,227,406.7197432,2000,4,1900,7,0.0585,5.0000%,75.0000%,0,0,,,
111055,0,173,351.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
112269,0,206,384.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
112271,0,194,372.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
112461,1,229,407.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
112909,0,221,399.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
112942,1,174,352.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
113193,1,192,371.7197432,2000,4,1900,7,0.0585,5.0000%,75.0000%,0,0,,,
114085,1,222,400.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
114121,1,210,389.7197432,2000,4,1900,7,0.0585,5.0000%,75.0000%,0,0,,,
115144,0,206,384.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
115454,0,186,364.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
116823,1,230,409.7197432,2000,4,1900,7,0.0585,5.0000%,75.0000%,0,0,,,
118158,0,224,402.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
118198,0,180,358.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
118268,1,226,404.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
118380,1,222,400.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
118563,1,220,399.7197432,2000,4,1900,7,0.0585,5.0000%,75.0000%,0,0,,,
118568,1,199,377.4678318,1000,4,950,7,0.0585,5.0000%,75.0000%,0,0,,,
102747,1,221,399.0922585,685,4,650,7,0.058599619,5.1095%,75.0000%,0,0,,,
115926,1,194,372.3676789,896,4,850,7,0.05862215,5.1339%,75.0000%,0,0,,,
105920,0,-376,394.4394783,7000,17,6900,30,0.058661182,1.4286%,76.4706%,0,0,,,
109350,0,-395,377.9433009,7500,17,7300,30,0.059117509,2.6667%,76.4706%,0,0,,,
106796,0,173,351.4678318,850,4,800,7,0.059364187,5.8824%,75.0000%,0,0,,,
111315,1,216,395.7197432,1700,4,1600,7,0.059364187,5.8824%,75.0000%,0,0,,,
111884,1,212,391.7197432,1700,4,1600,7,0.059364187,5.8824%,75.0000%,0,0,,,
112675,1,195,374.7197432,1600,4,1500,7,0.059765625,6.2500%,75.0000%,0,0,,,
114643,1,227,406.7197432,1600,4,1500,7,0.059765625,6.2500%,75.0000%,0,0,,,
116025,0,202,380.4678318,800,4,750,7,0.059765625,6.2500%,75.0000%,0,0,,,
117997,1,202,381.7197432,1600,4,1500,7,0.059765625,6.2500%,75.0000%,0,0,,,
109160,0,-633,376.2311949,10000,22,9800,39,0.060070744,2.0000%,77.2727%,0,0,,,
109165,0,-636,373.2311949,10000,22,9800,39,0.060070744,2.0000%,77.2727%,0,0,,,
104959,0,179,357.4678318,700,4,650,7,0.060841837,7.1429%,75.0000%,0,0,,,
115704,1,-14,402.0076372,4700,9,4600,16,0.060901251,2.1277%,77.7778%,0,0,,,
117059,0,-438,394.0152744,8400,18,8200,32,0.061004031,2.3810%,77.7778%,0,0,,,
100713,0,-430,402.0152744,7500,18,7300,32,0.061133827,2.6667%,77.7778%,0,0,,,
100725,0,-54,362.0076372,3500,9,3400,16,0.061228521,2.8571%,77.7778%,0,0,,,
104377,1,-49,367.0076372,3500,9,3400,16,0.061228521,2.8571%,77.7778%,0,0,,,
111348,0,-64,352.0076372,3500,9,3400,16,0.061228521,2.8571%,77.7778%,0,0,,,
105653,1,-21,396.0592427,4542,9,4400,16,0.061373508,3.1264%,77.7778%,0,0,,,
106985,1,-44,373.4598543,4558,9,4400,16,0.061575281,3.4664%,77.7778%,0,0,,,
115350,1,218,396.267526,542,4,500,7,0.061654338,7.7491%,75.0000%,0,0,,,
100664,1,-22,394.5835164,3423,9,3300,16,0.061655915,3.5933%,77.7778%,0,0,,,
105146,0,-43,373.5835164,3423,9,3300,16,0.061655915,3.5933%,77.7778%,0,0,,,
103797,1,230,408.4928701,651,4,600,7,0.061773583,7.8341%,75.0000%,0,0,,,
104595,0,197,375.4928701,651,4,600,7,0.061773583,7.8341%,75.0000%,0,0,,,
112420,0,-7,409.6335929,3225,9,3100,16,0.061845909,3.8760%,77.7778%,0,0,,,
100500,0,211,389.2925643,543,4,500,7,0.061893906,7.9190%,75.0000%,0,0,,,
104564,0,227,405.2925643,543,4,500,7,0.061893906,7.9190%,75.0000%,0,0,,,
104571,1,191,369.2925643,543,4,500,7,0.061893906,7.9190%,75.0000%,0,0,,,
104693,1,209,387.2925643,543,4,500,7,0.061893906,7.9190%,75.0000%,0,0,,,
106382,0,217,395.2925643,543,4,500,7,0.061893906,7.9190%,75.0000%,0,0,,,
109529,1,206,384.2925643,543,4,500,7,0.061893906,7.9190%,75.0000%,0,0,,,
113261,0,222,400.2925643,543,4,500,7,0.061893906,7.9190%,75.0000%,0,0,,,
116494,0,190,368.5179083,652,4,600,7,0.061974717,7.9755%,75.0000%,0,0,,,
112761,0,-290,362.2955312,6000,14,5900,25,0.061984694,1.6667%,78.5714%,0,0,,,
113560,0,-284,368.2955312,6000,14,5900,25,0.061984694,1.6667%,78.5714%,0,0,,,
100438,0,200,378.4678318,600,4,550,7,0.0625,8.3333%,75.0000%,0,0,,,
103807,0,180,358.4678318,600,4,550,7,0.0625,8.3333%,75.0000%,0,0,,,
115459,1,195,373.4678318,600,4,550,7,0.0625,8.3333%,75.0000%,0,0,,,
110232,0,-515,375.8619039,8191,19,8000,34,0.062816238,2.3318%,78.9474%,0,0,,,
114508,0,-490,401.0872479,8000,19,7800,34,0.06288937,2.5000%,78.9474%,0,0,,,
104654,0,146,382.6634674,1115,5,1100,9,0.064162883,1.3453%,80.0000%,0,0,,,
101325,0,-317,394.3675048,6000,15,5900,27,0.06425,1.6667%,80.0000%,0,0,,,
115250,0,135,371.9388879,1226,5,1200,9,0.06440477,2.1207%,80.0000%,0,0,,,
113751,0,-548,402.1592214,9200,20,9000,36,0.064425331,2.1739%,80.0000%,0,0,,,
108373,0,-356,356.6194161,6150,15,6000,27,0.064535396,2.4390%,80.0000%,0,0,,,
117717,0,-120,355.0796107,4000,10,3900,18,0.0645625,2.5000%,80.0000%,0,0,,,
117417,0,-352,361.3455246,6179,15,6000,27,0.064755287,2.8969%,80.0000%,0,0,,,
108387,0,-327,386.8713274,6600,15,6400,27,0.064826446,3.0303%,80.0000%,0,0,,,
118398,0,-347,366.8713274,6600,15,6400,27,0.064826446,3.0303%,80.0000%,0,0,,,
100690,0,-333,380.8713274,6500,15,6300,27,0.064852071,3.0769%,80.0000%,0,0,,,
102255,0,212,390.4678318,500,4,450,7,0.06525,10.0000%,75.0000%,0,0,,,
102989,0,193,371.4678318,500,4,450,7,0.06525,10.0000%,75.0000%,0,0,,,
106939,0,194,372.4678318,500,4,450,7,0.06525,10.0000%,75.0000%,0,0,,,
109463,1,193,371.4678318,500,4,450,7,0.06525,10.0000%,75.0000%,0,0,,,
111073,0,180,358.4678318,500,4,450,7,0.06525,10.0000%,75.0000%,0,0,,,
115091,1,182,360.4678318,500,4,450,7,0.06525,10.0000%,75.0000%,0,0,,,
108242,1,162,400.7917167,2500,5,2400,9,0.06544,4.0000%,80.0000%,0,0,,,
109737,1,163,400.5398054,1250,5,1200,9,0.06544,4.0000%,80.0000%,0,0,,,
116233,1,123,361.7917167,2500,5,2400,9,0.06544,4.0000%,80.0000%,0,0,,,
116269,1,141,379.7917167,2500,5,2400,9,0.06544,4.0000%,80.0000%,0,0,,,
116820,1,146,384.7917167,2500,5,2400,9,0.06544,4.0000%,80.0000%,0,0,,,
118050,1,116,354.7917167,2500,5,2400,9,0.06544,4.0000%,80.0000%,0,0,,,
116600,0,-610,399.2311949,10000,21,9800,38,0.06589288,2.0000%,80.9524%,0,0,,,
106471,1,156,395.2924812,2320,5,2200,9,0.066407848,5.1724%,80.0000%,0,0,,,
113247,0,-384,387.4159691,6539,16,6400,29,0.066422302,2.1257%,81.2500%,0,0,,,
104367,0,-366,406.9433009,7200,16,7000,29,0.066710069,2.7778%,81.2500%,0,0,,,
105255,0,-420,352.9433009,7000,16,6800,29,0.066750319,2.8571%,81.2500%,0,0,,,
115719,0,-407,365.9433009,7000,16,6800,29,0.066750319,2.8571%,81.2500%,0,0,,,
100705,1,168,405.9153787,1165,5,1100,9,0.066801673,5.5794%,80.0000%,0,0,,,
100775,1,135,373.7917167,1500,5,1400,9,0.068,6.6667%,80.0000%,0,0,,,
101491,1,131,369.7917167,1500,5,1400,9,0.068,6.6667%,80.0000%,0,0,,,
102401,0,147,385.7917167,1500,5,1400,9,0.068,6.6667%,80.0000%,0,0,,,
103447,1,161,399.7917167,1500,5,1400,9,0.068,6.6667%,80.0000%,0,0,,,
103619,0,159,397.7917167,1500,5,1400,9,0.068,6.6667%,80.0000%,0,0,,,
103877,0,118,356.7917167,1500,5,1400,9,0.068,6.6667%,80.0000%,0,0,,,
104015,0,128,366.7917167,1500,5,1400,9,0.068,6.6667%,80.0000%,0,0,,,
104562,0,161,399.7917167,1500,5,1400,9,0.068,6.6667%,80.0000%,0,0,,,
105039,0,130,368.7917167,1500,5,1400,9,0.068,6.6667%,80.0000%,0,0,,,
107484,0,115,353.7917167,1500,5,1400,9,0.068,6.6667%,80.0000%,0,0,,,
107732,1,121,359.7917167,1500,5,1400,9,0.068,6.6667%,80.0000%,0,0,,,
109519,0,127,365.7917167,1500,5,1400,9,0.068,6.6667%,80.0000%,0,0,,,
